fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
Anthony Hamilton,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,"6' 5""",260 lbs.,"76""",Orthodox,1980-04-14,77.0,260.0,76.0,Orthodox
Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be,"6' 0""",185 lbs.,"75""",Orthodox,1993-10-18,72.0,185.0,75.0,Orthodox
Anthony Ivy,http://ufcstats.com/fighter-details/3c5005b66696d790,"6' 2""",185 lbs.,"74""",Orthodox,1990-01-23,74.0,185.0,74.0,Orthodox
Anthony Johnson,http://ufcstats.com/fighter-details/365fee2da473b177,"6' 2""",205 lbs.,"78""",Orthodox,1984-03-06,74.0,205.0,78.0,Orthodox
Anthony Lapsley,http://ufcstats.com/fighter-details/f3a853544e4413c4,"5' 9""",170 lbs.,--,Southpaw,1980-02-13,69.0,170.0,,Southpaw
Anthony Macias,http://ufcstats.com/fighter-details/dedc3bb440d09554,"5' 9""",185 lbs.,--,Switch,1969-02-09,69.0,185.0,,Switch
Anthony Njokuani,http://ufcstats.com/fighter-details/6bf5a7d3e081ade2,"6' 1""",155 lbs.,"75""",Orthodox,1980-03-01,73.0,155.0,75.0,Orthodox
Anthony Perosh,http://ufcstats.com/fighter-details/4b4753d19489297f,"6' 3""",205 lbs.,"75""",Orthodox,1972-10-05,75.0,205.0,75.0,Orthodox
Anthony Pettis,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,"5' 10""",155 lbs.,"72""",Orthodox,1987-01-27,70.0,155.0,72.0,Orthodox
Anthony Rocco Martin,http://ufcstats.com/fighter-details/5331b25a60417ffb,"6' 0""",170 lbs.,"73""",Orthodox,1989-12-11,72.0,170.0,73.0,Orthodox
Anthony Smith,http://ufcstats.com/fighter-details/d4c9dcd330403612,"6' 4""",205 lbs.,"76""",Orthodox,1988-07-26,76.0,205.0,76.0,Orthodox
Anthony Torres,http://ufcstats.com/fighter-details/918d9d89d4d52acc,"5' 8""",170 lbs.,--,Orthodox,1978-07-31,68.0,170.0,,Orthodox
Anton Kuivanen,http://ufcstats.com/fighter-details/706f8e2b34e8e18b,"5' 8""",155 lbs.,"72""",Orthodox,1984-05-01,68.0,155.0,72.0,Orthodox
Anton Turkalj,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,"6' 4""",205 lbs.,"78""",Orthodox,1996-06-10,76.0,205.0,78.0,Orthodox
Anton Zafir,http://ufcstats.com/fighter-details/8c822811eedc11ad,"5' 11""",170 lbs.,--,Orthodox,1987-05-10,71.0,170.0,,Orthodox
Antoni Hardonk,http://ufcstats.com/fighter-details/69b69c0178c4004d,"6' 4""",245 lbs.,"78""",Orthodox,1976-02-05,76.0,245.0,78.0,Orthodox
Antonina Shevchenko,http://ufcstats.com/fighter-details/d7338bcb141abd2c,"5' 8""",125 lbs.,"67""",Southpaw,1984-11-20,68.0,125.0,67.0,Southpaw
Antonio Arroyo,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"6' 3""",185 lbs.,"73""",Orthodox,1989-07-01,75.0,185.0,73.0,Orthodox
Antonio Banuelos,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"5' 5""",135 lbs.,"63""",Orthodox,1979-09-23,65.0,135.0,63.0,Orthodox
Antonio Braga Neto,http://ufcstats.com/fighter-details/fae67903c4fe636b,"6' 3""",185 lbs.,"77""",Orthodox,1987-10-29,75.0,185.0,77.0,Orthodox
Antonio Carlos Junior,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,"6' 2""",185 lbs.,"79""",Orthodox,1990-03-16,74.0,185.0,79.0,Orthodox
Antonio Carvalho,http://ufcstats.com/fighter-details/fef3d17e27e916e7,"5' 9""",145 lbs.,"70""",Orthodox,1979-05-30,69.0,145.0,70.0,Orthodox
Antonio Dos Santos,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,"5' 10""",185 lbs.,--,Orthodox,1988-07-21,70.0,185.0,,Orthodox
Antonio McKee,http://ufcstats.com/fighter-details/3414b50b08a10600,"5' 8""",155 lbs.,--,Southpaw,1970-03-12,68.0,155.0,,Southpaw
Antonio Mendes,http://ufcstats.com/fighter-details/3795fca327cbcf23,"6' 3""",205 lbs.,"77""",Southpaw,1981-04-19,75.0,205.0,77.0,Southpaw
Antonio Rodrigo Nogueira,http://ufcstats.com/fighter-details/ee9d73f4fee9cbdd,"6' 3""",240 lbs.,"77""",Orthodox,1976-06-02,75.0,240.0,77.0,Orthodox
Antonio Silva,http://ufcstats.com/fighter-details/8349d55cdecd393a,"6' 4""",264 lbs.,"82""",Orthodox,1979-09-14,76.0,264.0,82.0,Orthodox
Antonio Trocoli,http://ufcstats.com/fighter-details/6d48a2df51749d91,"6' 5""",185 lbs.,"80""",Orthodox,1990-12-06,77.0,185.0,80.0,Orthodox
Anying Wang,http://ufcstats.com/fighter-details/69e8c632135af48b,"6' 0""",170 lbs.,--,Orthodox,1991-04-04,72.0,170.0,,Orthodox
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,"5' 7""",135 lbs.,"69""",Orthodox,1993-06-25,67.0,135.0,69.0,Orthodox
Ariane Carnelossi,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,"5' 2""",115 lbs.,"61""",Orthodox,1992-11-17,62.0,115.0,61.0,Orthodox
Ariane da Silva,http://ufcstats.com/fighter-details/6551c64fbcd1a467,"5' 6""",125 lbs.,"67""",Orthodox,1994-01-26,66.0,125.0,67.0,Orthodox
Ariel Beck,http://ufcstats.com/fighter-details/b96939f2b8d88e82,"5' 6""",125 lbs.,"66""",Southpaw,1990-09-16,66.0,125.0,66.0,Southpaw
Arjan Bhullar,http://ufcstats.com/fighter-details/7e511f8d842a109d,"6' 1""",245 lbs.,"75""",Orthodox,1986-05-13,73.0,245.0,75.0,Orthodox
Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,"5' 7""",155 lbs.,"72""",Orthodox,1996-10-11,67.0,155.0,72.0,Orthodox
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a,"6' 3""",185 lbs.,"71""",Orthodox,1990-11-03,75.0,185.0,71.0,Orthodox
Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54,"5' 8""",145 lbs.,"70""",Southpaw,1994-01-22,68.0,145.0,70.0,Southpaw
Artem Lobov,http://ufcstats.com/fighter-details/02f2a9702ba3d167,"5' 9""",145 lbs.,"65""",Southpaw,1986-08-11,69.0,145.0,65.0,Southpaw
Asbel Cancio,http://ufcstats.com/fighter-details/2a7afe14b3a0a058,"5' 10""",225 lbs.,--,,,70.0,225.0,,
Ashkan Mokhtarian,http://ufcstats.com/fighter-details/e9bc5748e6a76bb6,"5' 6""",125 lbs.,"67""",Southpaw,1985-09-15,66.0,125.0,67.0,Southpaw
Ashlee Evans-Smith,http://ufcstats.com/fighter-details/fc6e681bf6658faf,"5' 8""",135 lbs.,"67""",Orthodox,1987-07-09,68.0,135.0,67.0,Orthodox
Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,"5' 7""",115 lbs.,"69""",Southpaw,1987-10-20,67.0,115.0,69.0,Southpaw
Askar Askarov,http://ufcstats.com/fighter-details/b1d19449397541dc,"5' 6""",125 lbs.,"67""",Orthodox,1992-10-09,66.0,125.0,67.0,Orthodox
Askar Mozharov,http://ufcstats.com/fighter-details/e92901944ce91909,"6' 3""",205 lbs.,"74""",Orthodox,1994-10-26,75.0,205.0,74.0,Orthodox
Aspen Ladd,http://ufcstats.com/fighter-details/d4691518d012b9e7,"5' 6""",135 lbs.,"66""",Orthodox,1995-03-01,66.0,135.0,66.0,Orthodox
Assuerio Silva,http://ufcstats.com/fighter-details/e091482fa6648261,"5' 10""",241 lbs.,--,Orthodox,1974-06-18,70.0,241.0,,Orthodox
Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,"5' 4""",125 lbs.,"65""",Orthodox,1994-01-25,64.0,125.0,65.0,Orthodox
Ateba Gautier,http://ufcstats.com/fighter-details/2f815ed5f8278ba6,"6' 4""",185 lbs.,"81""",Switch,2002-04-10,76.0,185.0,81.0,Switch
Augusto Mendes,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,"5' 6""",135 lbs.,"65""",Orthodox,1983-03-03,66.0,135.0,65.0,Orthodox
Augusto Montano,http://ufcstats.com/fighter-details/94508d80e1f885fc,"6' 1""",170 lbs.,"73""",Orthodox,1984-10-25,73.0,170.0,73.0,Orthodox
Augusto Sakai,http://ufcstats.com/fighter-details/441eacbe20e0e80b,"6' 3""",265 lbs.,"77""",Orthodox,1991-05-09,75.0,265.0,77.0,Orthodox
Austen Lane,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,"6' 6""",205 lbs.,"80""",Orthodox,1987-11-09,78.0,205.0,80.0,Orthodox
Austin Arnett,http://ufcstats.com/fighter-details/bf0e700106d00e55,"6' 0""",145 lbs.,"72""",Orthodox,1991-10-22,72.0,145.0,72.0,Orthodox
Austin Bashi,http://ufcstats.com/fighter-details/d3f89fa685bd8420,"5' 6""",145 lbs.,"70""",Orthodox,2001-09-29,66.0,145.0,70.0,Orthodox
Austin Hubbard,http://ufcstats.com/fighter-details/d2cd7a69cc55e7ed,"5' 10""",155 lbs.,"71""",Orthodox,1991-12-22,70.0,155.0,71.0,Orthodox
Austin Lingo,http://ufcstats.com/fighter-details/305d73ede05e31ad,"5' 10""",145 lbs.,"70""",Orthodox,1994-07-10,70.0,145.0,70.0,Orthodox
Austin Springer,http://ufcstats.com/fighter-details/37cc294027f55e4d,"5' 8""",145 lbs.,"71""",Orthodox,1987-05-12,68.0,145.0,71.0,Orthodox
Austin Vanderford,http://ufcstats.com/fighter-details/32c3ee378671a5d9,"5' 11""",170 lbs.,"74""",Orthodox,1990-03-21,71.0,170.0,74.0,Orthodox
Axel Sola,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,"6' 2""",155 lbs.,"74""",Southpaw,1997-09-17,74.0,155.0,74.0,Southpaw
Azamat Bekoev,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,"6' 0""",185 lbs.,"72""",Orthodox,1995-12-30,72.0,185.0,72.0,Orthodox
Azamat Gashimov,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3,"5' 6""",125 lbs.,--,Orthodox,1990-04-07,66.0,125.0,,Orthodox
Azamat Murzakanov,http://ufcstats.com/fighter-details/e90a2f22417af68e,"5' 10""",205 lbs.,"71""",Southpaw,1989-04-12,70.0,205.0,71.0,Southpaw
Azat Maksum,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,"5' 7""",125 lbs.,"70""",Southpaw,1995-02-02,67.0,125.0,70.0,Southpaw
Azunna Anyanwu,http://ufcstats.com/fighter-details/78d48d3874dacafd,"6' 1""",251 lbs.,--,Orthodox,1981-08-05,73.0,251.0,,Orthodox
BJ Penn,http://ufcstats.com/fighter-details/73c7cfa551289285,"5' 9""",155 lbs.,"70""",Orthodox,1978-12-13,69.0,155.0,70.0,Orthodox
Baergeng Jieleyisi,http://ufcstats.com/fighter-details/8677e67a75d65b8e,"5' 9""",145 lbs.,"71""",Orthodox,1995-11-24,69.0,145.0,71.0,Orthodox
Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,"6' 2""",185 lbs.,"79""",Orthodox,2001-01-08,74.0,185.0,79.0,Orthodox
Barb Honchak,http://ufcstats.com/fighter-details/472f6f6e6d962f40,"5' 4""",125 lbs.,"65""",Orthodox,1979-08-30,64.0,125.0,65.0,Orthodox
Bart Palaszewski,http://ufcstats.com/fighter-details/4304992c2acc187b,"5' 9""",145 lbs.,"70""",Orthodox,1983-05-30,69.0,145.0,70.0,Orthodox
Bartosz Fabinski,http://ufcstats.com/fighter-details/e17ac6410c8377f4,"6' 0""",170 lbs.,"75""",Orthodox,1986-04-26,72.0,170.0,75.0,Orthodox
Bas Rutten,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,"6' 1""",205 lbs.,--,Orthodox,1965-02-24,73.0,205.0,,Orthodox
Bassil Hafez,http://ufcstats.com/fighter-details/f4d92416da98804b,"5' 11""",170 lbs.,"72""",Orthodox,1992-01-31,71.0,170.0,72.0,Orthodox
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,"5' 7""",135 lbs.,"70""",Orthodox,1989-07-04,67.0,135.0,70.0,Orthodox
Bea Malecki,http://ufcstats.com/fighter-details/b60c980f79b87ce8,"5' 9""",135 lbs.,"74""",Orthodox,1991-08-23,69.0,135.0,74.0,Orthodox
Bec Rawlings,http://ufcstats.com/fighter-details/907e60fd13407e1e,"5' 6""",125 lbs.,"64""",Orthodox,1989-02-11,66.0,125.0,64.0,Orthodox
Bekzat Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,"5' 7""",135 lbs.,"68""",Orthodox,1997-10-08,67.0,135.0,68.0,Orthodox
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f,"5' 11""",170 lbs.,"72""",Orthodox,1988-07-09,71.0,170.0,72.0,Orthodox
Ben Alloway,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,"5' 11""",170 lbs.,"76""",Orthodox,1981-02-19,71.0,170.0,76.0,Orthodox
Ben Askren,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"5' 11""",170 lbs.,"73""",Orthodox,1984-07-18,71.0,170.0,73.0,Orthodox
Ben Earwood,http://ufcstats.com/fighter-details/ee457ef1e1c326c1,"5' 8""",170 lbs.,--,Orthodox,,68.0,170.0,,Orthodox
Ben Nguyen,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,"5' 5""",125 lbs.,"65""",Switch,1988-08-03,65.0,125.0,65.0,Switch
Ben Rothwell,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,"6' 4""",265 lbs.,"78""",Orthodox,1981-10-17,76.0,265.0,78.0,Orthodox
Ben Saunders,http://ufcstats.com/fighter-details/484acc7b0f856ce9,"6' 2""",170 lbs.,"77""",Orthodox,1983-04-13,74.0,170.0,77.0,Orthodox
Ben Sosoli,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,"6' 0""",265 lbs.,"72""",Southpaw,1989-12-10,72.0,265.0,72.0,Southpaw
Ben Wall,http://ufcstats.com/fighter-details/1ad381c8994c4e5b,"5' 10""",155 lbs.,--,Orthodox,1989-03-25,70.0,155.0,,Orthodox
Benardo Sopaj,http://ufcstats.com/fighter-details/b6c37948cb226e8c,"5' 6""",135 lbs.,"66""",Orthodox,2000-09-25,66.0,135.0,66.0,Orthodox
Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,"5' 10""",155 lbs.,"72""",Southpaw,1989-05-06,70.0,155.0,72.0,Southpaw
Benito Lopez,http://ufcstats.com/fighter-details/773f7feacf96153e,"5' 10""",135 lbs.,"73""",Switch,1994-04-06,70.0,135.0,73.0,Switch
Benji Radach,http://ufcstats.com/fighter-details/01b39decaf0abf6a,"5' 10""",185 lbs.,--,Orthodox,1979-04-05,70.0,185.0,,Orthodox
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,"5' 11""",155 lbs.,"73""",Southpaw,1995-12-18,71.0,155.0,73.0,Southpaw
Benson Henderson,http://ufcstats.com/fighter-details/2676b28836a5a836,"5' 9""",170 lbs.,"70""",Southpaw,1983-11-16,69.0,170.0,70.0,Southpaw
Bentley Syler,http://ufcstats.com/fighter-details/abd2109bc4cb0291,"5' 4""",125 lbs.,--,Orthodox,1982-12-22,64.0,125.0,,Orthodox
Bernardo Magalhaes,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,"5' 9""",155 lbs.,--,Orthodox,1981-04-08,69.0,155.0,,Orthodox
Besam Yousef,http://ufcstats.com/fighter-details/98ec9f385cca47fc,"5' 11""",170 lbs.,--,Orthodox,1985-03-25,71.0,170.0,,Orthodox
Bethe Correia,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,"5' 5""",135 lbs.,"64""",Orthodox,1983-06-22,65.0,135.0,64.0,Orthodox
Bevon Lewis,http://ufcstats.com/fighter-details/899923ff6ab13917,"6' 3""",185 lbs.,"79""",Orthodox,1991-05-05,75.0,185.0,79.0,Orthodox
Bharat Kandare,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4,"5' 7""",135 lbs.,"72""",Orthodox,1987-06-20,67.0,135.0,72.0,Orthodox
Bia Mesquita,http://ufcstats.com/fighter-details/eff9074bc066f0f2,"5' 4""",135 lbs.,"67""",Orthodox,1991-04-07,64.0,135.0,67.0,Orthodox
Bibulatov Magomed,http://ufcstats.com/fighter-details/87f19d19f4cb73f8,"5' 5""",125 lbs.,"65""",Orthodox,1988-08-22,65.0,125.0,65.0,Orthodox
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a,"6' 0""",145 lbs.,"73""",Switch,1989-06-09,72.0,145.0,73.0,Switch
Bill Mahood,http://ufcstats.com/fighter-details/ae58685caf8e4a0d,"6' 3""",200 lbs.,--,Orthodox,1967-02-01,75.0,200.0,,Orthodox
Billy Elekana,http://ufcstats.com/fighter-details/07a74004d964c7f4,"6' 3""",205 lbs.,"77""",Southpaw,1995-05-28,75.0,205.0,77.0,Southpaw
Billy Miles,http://ufcstats.com/fighter-details/3c48019bc387b80c,"5' 10""",170 lbs.,--,Orthodox,1978-04-28,70.0,170.0,,Orthodox
Billy Quarantillo,http://ufcstats.com/fighter-details/aa171d55d4b5208f,"5' 10""",145 lbs.,"70""",Orthodox,1988-12-08,70.0,145.0,70.0,Orthodox
Billy Ray Goff,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,"5' 10""",170 lbs.,"72""",Switch,1998-06-18,70.0,170.0,72.0,Switch
Blagoy Ivanov,http://ufcstats.com/fighter-details/1788eee370f077b7,"5' 11""",250 lbs.,"73""",Southpaw,1986-10-09,71.0,250.0,73.0,Southpaw
Blake Bilder,http://ufcstats.com/fighter-details/5095b0920a3602aa,"5' 8""",145 lbs.,"68""",Switch,1990-07-12,68.0,145.0,68.0,Switch
Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,"5' 11""",170 lbs.,"76""",Switch,1988-07-10,71.0,170.0,76.0,Switch
Bo Nickal,http://ufcstats.com/fighter-details/35673bf5204524ee,"6' 1""",185 lbs.,"76""",Southpaw,1996-01-14,73.0,185.0,76.0,Southpaw
Bob Cook,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,"5' 9""",170 lbs.,--,Orthodox,,69.0,170.0,,Orthodox
Bob Gilstrap,http://ufcstats.com/fighter-details/c96518b7f6881004,"6' 3""",200 lbs.,--,Orthodox,,75.0,200.0,,Orthodox
Bobby Hoffman,http://ufcstats.com/fighter-details/afaad7d6a581e307,"6' 2""",245 lbs.,--,Orthodox,1968-10-28,74.0,245.0,,Orthodox
Bobby Moffett,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,"5' 10""",145 lbs.,"73""",Orthodox,1990-06-01,70.0,145.0,73.0,Orthodox
Bobby Nash,http://ufcstats.com/fighter-details/7dfb56f24fe5ddea,"6' 0""",170 lbs.,"74""",Orthodox,1990-03-26,72.0,170.0,74.0,Orthodox
Bobby Southworth,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7,"6' 2""",205 lbs.,--,Orthodox,1969-12-16,74.0,205.0,,Orthodox
Bobby Voelker,http://ufcstats.com/fighter-details/fb8a3025ae722e64,"6' 0""",170 lbs.,"74""",Orthodox,1979-04-26,72.0,170.0,74.0,Orthodox
Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,"5' 8""",145 lbs.,"70""",Orthodox,1995-09-28,68.0,145.0,70.0,Orthodox
Bogdan Guskov,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,"6' 3""",205 lbs.,"76""",Orthodox,1992-09-12,75.0,205.0,76.0,Orthodox
Bojan Mihajlovic,http://ufcstats.com/fighter-details/d6285cba1d1052e0,"5' 11""",205 lbs.,"73""",Orthodox,1980-03-30,71.0,205.0,73.0,Orthodox
Bojan Velickovic,http://ufcstats.com/fighter-details/fcce75a25c14a804,"6' 0""",170 lbs.,"76""",Southpaw,1988-12-18,72.0,170.0,76.0,Southpaw
Bolaji Oki,http://ufcstats.com/fighter-details/4bdedbdeedff7d1d,"5' 10""",155 lbs.,"73""",Orthodox,1995-11-15,70.0,155.0,73.0,Orthodox
Boston Salmon,http://ufcstats.com/fighter-details/98e946879ba20c0f,"5' 9""",135 lbs.,"69""",Southpaw,1990-11-20,69.0,135.0,69.0,Southpaw
Brad Blackburn,http://ufcstats.com/fighter-details/7e69a4b0961aa555,"5' 10""",170 lbs.,"73""",Orthodox,1977-05-25,70.0,170.0,73.0,Orthodox
Brad Gumm,http://ufcstats.com/fighter-details/4d74641fac830182,"5' 11""",170 lbs.,--,Orthodox,,71.0,170.0,,Orthodox
Brad Imes,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,"6' 7""",265 lbs.,--,Orthodox,1977-03-13,79.0,265.0,,Orthodox
Brad Katona,http://ufcstats.com/fighter-details/7b433309b0fd12aa,"5' 6""",135 lbs.,"64""",Orthodox,1991-12-19,66.0,135.0,64.0,Orthodox
Brad Kohler,http://ufcstats.com/fighter-details/13c4313ed0f744f3,"5' 9""",220 lbs.,--,Orthodox,1964-05-26,69.0,220.0,,Orthodox
Brad Morris,http://ufcstats.com/fighter-details/6803d4d6908354ac,"6' 2""",205 lbs.,--,Orthodox,1979-11-01,74.0,205.0,,Orthodox
Brad Pickett,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,"5' 6""",135 lbs.,"68""",Orthodox,1978-09-24,66.0,135.0,68.0,Orthodox
Brad Riddell,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,"5' 7""",155 lbs.,"71""",Orthodox,1991-09-30,67.0,155.0,71.0,Orthodox
Brad Scott,http://ufcstats.com/fighter-details/34e552520a934063,"6' 1""",170 lbs.,"76""",Orthodox,1989-06-24,73.0,170.0,76.0,Orthodox
Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,"6' 1""",185 lbs.,"74""",Orthodox,1987-12-21,73.0,185.0,74.0,Orthodox
Brady Hiestand,http://ufcstats.com/fighter-details/7af33fc4435017f1,"5' 8""",135 lbs.,"71""",Orthodox,1999-04-30,68.0,135.0,71.0,Orthodox
Branden Lee Hinkle,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,"6' 3""",235 lbs.,--,Orthodox,1973-07-29,75.0,235.0,,Orthodox
Brando Pericic,http://ufcstats.com/fighter-details/d0fd0d9ee560dae7,"6' 5""",245 lbs.,"79""",Orthodox,1994-08-03,77.0,245.0,79.0,Orthodox
Brandon Davis,http://ufcstats.com/fighter-details/cc351e408bbb7d43,"5' 10""",135 lbs.,"72""",Orthodox,1990-05-08,70.0,135.0,72.0,Orthodox
Brandon Jenkins,http://ufcstats.com/fighter-details/6a8928652fc01bee,"6' 0""",155 lbs.,"71""",Switch,1991-09-30,72.0,155.0,71.0,Switch
Brandon Melendez,http://ufcstats.com/fighter-details/2b06b6ad5db63348,"5' 11""",155 lbs.,--,Southpaw,1983-03-24,71.0,155.0,,Southpaw
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6,"5' 7""",125 lbs.,"70""",Orthodox,1993-12-07,67.0,125.0,70.0,Orthodox
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,"5' 9""",125 lbs.,"68""",Southpaw,1992-08-16,69.0,125.0,68.0,Southpaw
Brandon Thatch,http://ufcstats.com/fighter-details/638cfec7ec559d6e,"6' 2""",170 lbs.,"74""",Switch,1985-07-11,74.0,170.0,74.0,Switch
Brandon Vera,http://ufcstats.com/fighter-details/fa315e6c77eee106,"6' 3""",230 lbs.,"78""",Orthodox,1977-10-10,75.0,230.0,78.0,Orthodox
Brandon Wolff,http://ufcstats.com/fighter-details/aa79d5399571068e,"5' 9""",170 lbs.,--,Orthodox,1975-10-18,69.0,170.0,,Orthodox
Braxton Smith,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,"5' 11""",257 lbs.,"72""",Orthodox,1990-01-01,71.0,257.0,72.0,Orthodox
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98,"6' 2""",185 lbs.,"75""",Orthodox,1995-12-28,74.0,185.0,75.0,Orthodox
Brendan Loughnane,http://ufcstats.com/fighter-details/b788862dd1c11eac,"5' 10""",145 lbs.,"70""",Switch,1989-12-05,70.0,145.0,70.0,Switch
Brendan O'Reilly,http://ufcstats.com/fighter-details/494b0bfdbac74502,"5' 7""",170 lbs.,"69""",Orthodox,1987-06-24,67.0,170.0,69.0,Orthodox
Brendan Schaub,http://ufcstats.com/fighter-details/89a407032911e27e,"6' 4""",245 lbs.,"78""",Orthodox,1983-03-18,76.0,245.0,78.0,Orthodox
Brendon Marotte,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,"5' 9""",145 lbs.,"70""",Orthodox,1996-01-12,69.0,145.0,70.0,Orthodox
Brendson Ribeiro,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,"6' 3""",205 lbs.,"81""",Orthodox,1996-09-08,75.0,205.0,81.0,Orthodox
Brett Johns,http://ufcstats.com/fighter-details/ec52462a1b41f714,"5' 7""",135 lbs.,"71""",Orthodox,1992-02-21,67.0,135.0,71.0,Orthodox
Brian Bowles,http://ufcstats.com/fighter-details/b26d3e3746fb4024,"5' 7""",135 lbs.,"70""",Orthodox,1980-06-22,67.0,135.0,70.0,Orthodox
Brian Camozzi,http://ufcstats.com/fighter-details/1999ffb5cebc314f,"6' 2""",170 lbs.,"78""",Orthodox,1991-06-24,74.0,170.0,78.0,Orthodox
Brian Cobb,http://ufcstats.com/fighter-details/3138fab619faf4d1,"5' 11""",155 lbs.,--,Orthodox,1980-09-03,71.0,155.0,,Orthodox
Brian Ebersole,http://ufcstats.com/fighter-details/32ba186f4b0e3267,"6' 0""",170 lbs.,"73""",Southpaw,1980-11-27,72.0,170.0,73.0,Southpaw
Brian Foster,http://ufcstats.com/fighter-details/3dc3022232b79c7a,"5' 9""",170 lbs.,"71""",Orthodox,1984-04-03,69.0,170.0,71.0,Orthodox
Brian Gassaway,http://ufcstats.com/fighter-details/e4770d5ed44a3970,"6' 1""",170 lbs.,--,Orthodox,1972-08-07,73.0,170.0,,Orthodox
Brian Geraghty,http://ufcstats.com/fighter-details/15edcf67ccf5be84,"5' 7""",155 lbs.,--,Orthodox,1980-11-04,67.0,155.0,,Orthodox
Brian Houston,http://ufcstats.com/fighter-details/36fbaa49a09ff997,"6' 2""",185 lbs.,--,Orthodox,1981-04-26,74.0,185.0,,Orthodox
Brian Johnston,http://ufcstats.com/fighter-details/1c3f5e85b59ec710,"6' 3""",230 lbs.,--,Orthodox,1968-07-28,75.0,230.0,,Orthodox
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856,"5' 6""",135 lbs.,"66""",Switch,1986-08-19,66.0,135.0,66.0,Switch
Brian Melancon,http://ufcstats.com/fighter-details/eee7dafac7d672b5,"5' 8""",170 lbs.,--,Orthodox,1982-05-28,68.0,170.0,,Orthodox
Brian Ortega,http://ufcstats.com/fighter-details/def8166ff24bd237,"5' 8""",155 lbs.,"69""",Switch,1991-02-21,68.0,155.0,69.0,Switch
Brian Stann,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,"6' 1""",205 lbs.,"74""",Orthodox,1980-09-24,73.0,205.0,74.0,Orthodox
Brianna Fortino,http://ufcstats.com/fighter-details/b53c46f613f6f248,"5' 0""",115 lbs.,"62""",Southpaw,1993-08-04,60.0,115.0,62.0,Southpaw
