fighter_name,fighter_url,height_raw,weight_raw,reach_raw,stance_raw,date_of_birth,height_in,weight_lbs,reach_in,stance
Rocky Lee,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,"5' 9""",145 lbs.,--,Orthodox,1987-04-08,69.0,145.0,,Orthodox
Rodney Wallace,http://ufcstats.com/fighter-details/b9415726dc3ec526,"5' 9""",205 lbs.,"72""",Switch,1981-11-21,69.0,205.0,72.0,Switch
Rodolfo Bellato,http://ufcstats.com/fighter-details/69898645d600abdb,"6' 3""",205 lbs.,"75""",Orthodox,1996-02-05,75.0,205.0,75.0,Orthodox
Rodolfo Rubio Perez,http://ufcstats.com/fighter-details/c4731f43693b96b8,"5' 5""",145 lbs.,--,Orthodox,1987-01-29,65.0,145.0,,Orthodox
Rodolfo Vieira,http://ufcstats.com/fighter-details/260e9e0d4954aea6,"6' 0""",185 lbs.,"73""",Orthodox,1989-09-25,72.0,185.0,73.0,Orthodox
Rodrigo Damm,http://ufcstats.com/fighter-details/a20d7dfaba74c067,"5' 7""",155 lbs.,"71""",Orthodox,1980-02-03,67.0,155.0,71.0,Orthodox
Rodrigo Nascimento,http://ufcstats.com/fighter-details/d31a5546c0e9b213,"6' 2""",246 lbs.,"80""",Orthodox,1992-11-26,74.0,246.0,80.0,Orthodox
Rodrigo Ruas,http://ufcstats.com/fighter-details/94070f6544c4b2a5,"5' 10""",185 lbs.,--,Orthodox,1977-10-06,70.0,185.0,,Orthodox
Rodrigo Sezinando,http://ufcstats.com/fighter-details/c06d6b18862f9a53,"5' 9""",170 lbs.,"71""",Orthodox,1997-12-11,69.0,170.0,71.0,Orthodox
Rodrigo de Lima,http://ufcstats.com/fighter-details/a4dc47001f202bcd,"5' 7""",155 lbs.,--,Orthodox,1991-03-12,67.0,155.0,,Orthodox
Roger Bowling,http://ufcstats.com/fighter-details/3b9f723e2720a238,"5' 9""",155 lbs.,"68""",Orthodox,1982-12-05,69.0,155.0,68.0,Orthodox
Roger Gracie,http://ufcstats.com/fighter-details/a6bbd3df469c6bea,"6' 4""",185 lbs.,"79""",Orthodox,1981-09-26,76.0,185.0,79.0,Orthodox
Roger Hollett,http://ufcstats.com/fighter-details/27d65e9d0fba61ea,"5' 11""",205 lbs.,--,Orthodox,1978-10-08,71.0,205.0,,Orthodox
Roger Huerta,http://ufcstats.com/fighter-details/daf1b84aebd6602b,"5' 9""",155 lbs.,"70""",Orthodox,1983-05-20,69.0,155.0,70.0,Orthodox
Roger Narvaez,http://ufcstats.com/fighter-details/3a12a2f096a6d975,"6' 3""",185 lbs.,--,Southpaw,1983-09-09,75.0,185.0,,Southpaw
Roger Zapata,http://ufcstats.com/fighter-details/fe5ca7ef93c3f6a7,"5' 11""",170 lbs.,--,Southpaw,1986-05-09,71.0,170.0,,Southpaw
Rogerio Bontorin,http://ufcstats.com/fighter-details/07a2bdaa0afdd831,"5' 5""",125 lbs.,"67""",Orthodox,1992-04-25,65.0,125.0,67.0,Orthodox
Rogerio Nogueira,http://ufcstats.com/fighter-details/73e09f837f3b5ecc,"6' 2""",205 lbs.,"75""",Southpaw,1976-06-02,74.0,205.0,75.0,Southpaw
Roland Delorme,http://ufcstats.com/fighter-details/173acb3f920082b8,"5' 9""",135 lbs.,"71""",Orthodox,1983-12-18,69.0,135.0,71.0,Orthodox
Roland Payne,http://ufcstats.com/fighter-details/2e04a3b4a2011b97,"5' 9""",205 lbs.,--,Orthodox,,69.0,205.0,,Orthodox
Rolando Bedoya,http://ufcstats.com/fighter-details/40a456a25d52ee65,"5' 11""",155 lbs.,"74""",Orthodox,1997-01-13,71.0,155.0,74.0,Orthodox
Rolando Delgado,http://ufcstats.com/fighter-details/37b1696e6d115957,"6' 3""",155 lbs.,"77""",Orthodox,1981-11-22,75.0,155.0,77.0,Orthodox
Rolando Dy,http://ufcstats.com/fighter-details/55ed59d541f8b90c,"5' 8""",145 lbs.,"69""",Orthodox,1990-08-11,68.0,145.0,69.0,Orthodox
Roldan Sangcha'an,http://ufcstats.com/fighter-details/57887765f831e228,"5' 4""",125 lbs.,--,Orthodox,1990-12-04,64.0,125.0,,Orthodox
Rolles Gracie,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7,"6' 4""",242 lbs.,--,Orthodox,1978-07-14,76.0,242.0,,Orthodox
Roman Bogatov,http://ufcstats.com/fighter-details/d61316139d68dbe3,"5' 8""",155 lbs.,"73""",Orthodox,1990-12-15,68.0,155.0,73.0,Orthodox
Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,"6' 2""",185 lbs.,"76""",Orthodox,1988-07-15,74.0,185.0,76.0,Orthodox
Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,"6' 0""",185 lbs.,"75""",Southpaw,1992-05-04,72.0,185.0,75.0,Southpaw
Roman Mitichyan,http://ufcstats.com/fighter-details/2961be02cfb0d2c1,"5' 10""",170 lbs.,--,Orthodox,1978-09-04,70.0,170.0,,Orthodox
Roman Salazar,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2,"5' 7""",135 lbs.,--,Orthodox,1988-02-21,67.0,135.0,,Orthodox
Romie Aram,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,"5' 10""",170 lbs.,--,Orthodox,1977-12-02,70.0,170.0,,Orthodox
Ron Faircloth,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,"5' 9""",205 lbs.,--,Orthodox,1979-08-16,69.0,205.0,,Orthodox
Ron Stallings,http://ufcstats.com/fighter-details/6dd758d34da8d254,"6' 2""",170 lbs.,"75""",Southpaw,1983-01-25,74.0,170.0,75.0,Southpaw
Ron Waterman,http://ufcstats.com/fighter-details/efaf544314bb5c2e,"6' 2""",280 lbs.,--,Orthodox,1965-11-23,74.0,280.0,,Orthodox
Ron van Clief,http://ufcstats.com/fighter-details/23ab42947c1990e3,"5' 10""",190 lbs.,--,Orthodox,1943-01-25,70.0,190.0,,Orthodox
Ronald Jhun,http://ufcstats.com/fighter-details/b9e871af730f826c,"5' 11""",170 lbs.,--,Orthodox,1970-09-21,71.0,170.0,,Orthodox
Ronaldo Rodriguez,http://ufcstats.com/fighter-details/f2900678e98f6d6a,"5' 6""",125 lbs.,"65""",Orthodox,1999-05-07,66.0,125.0,65.0,Orthodox
Ronda Rousey,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,"5' 7""",135 lbs.,"66""",Orthodox,1987-02-01,67.0,135.0,66.0,Orthodox
Rongzhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f,"5' 9""",155 lbs.,"71""",Orthodox,2000-03-07,69.0,155.0,71.0,Orthodox
Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342,"5' 8""",135 lbs.,"68""",Switch,1992-06-13,68.0,135.0,68.0,Switch
Ronny Markes,http://ufcstats.com/fighter-details/bd21a1e3d41c97ee,"6' 1""",185 lbs.,"75""",Orthodox,1988-04-21,73.0,185.0,75.0,Orthodox
Rony Jason,http://ufcstats.com/fighter-details/b71ce838b01f2cad,"5' 7""",145 lbs.,"73""",Orthodox,1984-03-21,67.0,145.0,73.0,Orthodox
Ronys Torres,http://ufcstats.com/fighter-details/cce79e827569f26e,"5' 7""",155 lbs.,--,Orthodox,1975-08-13,67.0,155.0,,Orthodox
Roosevelt Roberts,http://ufcstats.com/fighter-details/37c5366d18ed6c05,"6' 2""",155 lbs.,"73""",Orthodox,1994-02-11,74.0,155.0,73.0,Orthodox
Roque Martinez,http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,"5' 10""",250 lbs.,"72""",Orthodox,1986-03-04,70.0,250.0,72.0,Orthodox
Rory MacDonald,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,"6' 0""",170 lbs.,"76""",Orthodox,1989-07-22,72.0,170.0,76.0,Orthodox
Rory Markham,http://ufcstats.com/fighter-details/23a16ebe733e3041,"6' 0""",170 lbs.,"71""",Orthodox,1982-03-25,72.0,170.0,71.0,Orthodox
Rory Singer,http://ufcstats.com/fighter-details/546015aa2ad945fd,"6' 2""",185 lbs.,"77""",Orthodox,1976-05-28,74.0,185.0,77.0,Orthodox
Rose Namajunas,http://ufcstats.com/fighter-details/47b63240018d5d86,"5' 5""",125 lbs.,"65""",Orthodox,1992-06-29,65.0,125.0,65.0,Orthodox
Rosi Sexton,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,"5' 3""",135 lbs.,--,Orthodox,1977-07-16,63.0,135.0,,Orthodox
Ross Pearson,http://ufcstats.com/fighter-details/4f732e58ed907eff,"5' 8""",155 lbs.,"69""",Orthodox,1984-09-26,68.0,155.0,69.0,Orthodox
Ross Pointon,http://ufcstats.com/fighter-details/7215953cd5c6254d,"5' 8""",170 lbs.,--,Orthodox,1980-02-18,68.0,170.0,,Orthodox
Rostem Akman,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,"5' 10""",170 lbs.,"72""",Switch,1991-12-19,70.0,170.0,72.0,Switch
Rousimar Palhares,http://ufcstats.com/fighter-details/8ddf9c51c5fdea75,"5' 8""",170 lbs.,"71""",Orthodox,1980-02-26,68.0,170.0,71.0,Orthodox
Roxanne Modafferi,http://ufcstats.com/fighter-details/4498b382c65a7faa,"5' 7""",125 lbs.,"69""",Orthodox,1982-09-24,67.0,125.0,69.0,Orthodox
Roy Nelson,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,"6' 0""",263 lbs.,"73""",Orthodox,1976-06-20,72.0,263.0,73.0,Orthodox
Royce Alger,http://ufcstats.com/fighter-details/669a3cb6e394f515,"5' 10""",199 lbs.,--,Orthodox,1965-03-06,70.0,199.0,,Orthodox
Royce Gracie,http://ufcstats.com/fighter-details/429e7d3725852ce9,"6' 1""",175 lbs.,--,Southpaw,1966-12-12,73.0,175.0,,Southpaw
Royston Wee,http://ufcstats.com/fighter-details/b9c03e7a4557e542,"5' 7""",135 lbs.,"67""",Orthodox,1986-11-15,67.0,135.0,67.0,Orthodox
Ruan Potts,http://ufcstats.com/fighter-details/7e208569469c8bc8,"6' 2""",247 lbs.,"75""",Orthodox,1978-02-23,74.0,247.0,75.0,Orthodox
Rudyard Moncayo,http://ufcstats.com/fighter-details/02d276b7d62b3472,"5' 10""",195 lbs.,--,Orthodox,1973-05-17,70.0,195.0,,Orthodox
Ruslan Magomedov,http://ufcstats.com/fighter-details/369e1ce458ef50a6,"6' 3""",242 lbs.,"78""",Orthodox,1986-11-26,75.0,242.0,78.0,Orthodox
Russell Doane,http://ufcstats.com/fighter-details/f50d95223751e6ca,"5' 7""",135 lbs.,"70""",Orthodox,1986-08-13,67.0,135.0,70.0,Orthodox
Rustam Khabilov,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,"5' 8""",155 lbs.,"73""",Orthodox,1986-11-04,68.0,155.0,73.0,Orthodox
Ryan Bader,http://ufcstats.com/fighter-details/c0ab242c40decc55,"6' 2""",205 lbs.,"74""",Orthodox,1983-06-07,74.0,205.0,74.0,Orthodox
Ryan Benoit,http://ufcstats.com/fighter-details/20999e27ddd94bda,"5' 5""",125 lbs.,"68""",Orthodox,1989-08-25,65.0,125.0,68.0,Orthodox
Ryan Couture,http://ufcstats.com/fighter-details/46fd223e3ced39b3,"5' 10""",155 lbs.,"73""",Orthodox,1982-08-27,70.0,155.0,73.0,Orthodox
Ryan Gandra,http://ufcstats.com/fighter-details/e463ce0a2ca474f4,"6' 1""",185 lbs.,"74""",Orthodox,1995-05-08,73.0,185.0,74.0,Orthodox
Ryan Hall,http://ufcstats.com/fighter-details/8866c6f509c19089,"5' 10""",145 lbs.,"70""",Southpaw,1985-02-22,70.0,145.0,70.0,Southpaw
Ryan Janes,http://ufcstats.com/fighter-details/b59037262c8fe060,"6' 3""",185 lbs.,"76""",Orthodox,1981-08-22,75.0,185.0,76.0,Orthodox
Ryan Jensen,http://ufcstats.com/fighter-details/aae99701b21554e4,"6' 1""",185 lbs.,"76""",Orthodox,1977-09-20,73.0,185.0,76.0,Orthodox
Ryan Jimmo,http://ufcstats.com/fighter-details/bc3ec52ef70fc155,"6' 1""",205 lbs.,"73""",Orthodox,1981-11-27,73.0,205.0,73.0,Orthodox
Ryan LaFlare,http://ufcstats.com/fighter-details/4c7781da8c6cae93,"6' 1""",170 lbs.,"74""",Southpaw,1983-10-01,73.0,170.0,74.0,Southpaw
Ryan Loder,http://ufcstats.com/fighter-details/d5bab53a1a603aac,"6' 2""",185 lbs.,"76""",Southpaw,1991-06-05,74.0,185.0,76.0,Southpaw
Ryan MacDonald,http://ufcstats.com/fighter-details/35e1f9984ed64206,"5' 11""",135 lbs.,"71""",Switch,1993-03-18,71.0,135.0,71.0,Switch
Ryan Madigan,http://ufcstats.com/fighter-details/a8d521d913df4e31,"6' 0""",170 lbs.,--,Orthodox,,72.0,170.0,,Orthodox
Ryan McGillivray,http://ufcstats.com/fighter-details/1f9c371c93dfd3a9,"5' 11""",170 lbs.,--,,1986-09-27,71.0,170.0,,
Ryan Parker,http://ufcstats.com/fighter-details/6a0b80a24f22e152,"6' 3""",235 lbs.,--,Southpaw,,75.0,235.0,,Southpaw
Ryan Roberts,http://ufcstats.com/fighter-details/35dc6220b113b7ec,"5' 6""",155 lbs.,--,Orthodox,1978-07-16,66.0,155.0,,Orthodox
Ryan Spann,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,"6' 5""",205 lbs.,"79""",Orthodox,1991-08-24,77.0,205.0,79.0,Orthodox
Ryan Thomas,http://ufcstats.com/fighter-details/b732b326c362fb62,"6' 0""",170 lbs.,--,Orthodox,1984-11-05,72.0,170.0,,Orthodox
Ryo Chonan,http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,"5' 9""",170 lbs.,"70""",Orthodox,1976-10-08,69.0,170.0,70.0,Orthodox
Sabah Homasi,http://ufcstats.com/fighter-details/71f048adbfed5b49,"6' 0""",170 lbs.,"72""",Orthodox,1988-10-19,72.0,170.0,72.0,Orthodox
Sabina Mazo,http://ufcstats.com/fighter-details/70d2329a92864fdb,"5' 7""",125 lbs.,"70""",Orthodox,1997-03-25,67.0,125.0,70.0,Orthodox
Saeed Hosseini,http://ufcstats.com/fighter-details/21f2974fd08085e3,--,--,--,,,,,,
Sage Northcutt,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,"6' 0""",170 lbs.,"71""",Orthodox,1996-03-01,72.0,170.0,71.0,Orthodox
Sai Wang,http://ufcstats.com/fighter-details/efb9a43415a56d34,"6' 0""",170 lbs.,--,Southpaw,1986-01-14,72.0,170.0,,Southpaw
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,"5' 8""",135 lbs.,"70""",Orthodox,1992-04-05,68.0,135.0,70.0,Orthodox
Saidyokub Kakhramonov,http://ufcstats.com/fighter-details/50a28b9f8314e008,"5' 8""",135 lbs.,"69""",Orthodox,1995-11-14,68.0,135.0,69.0,Orthodox
Saimon Oliveira,http://ufcstats.com/fighter-details/72ea1984c52019b5,"5' 4""",135 lbs.,"72""",Orthodox,1991-04-21,64.0,135.0,72.0,Orthodox
Sako Chivitchian,http://ufcstats.com/fighter-details/9f7787e56a6bc0f4,"5' 11""",155 lbs.,--,Orthodox,1984-03-11,71.0,155.0,,Orthodox
Salim Touahri,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,"5' 10""",170 lbs.,"72""",Orthodox,1989-09-28,70.0,170.0,72.0,Orthodox
Sam Adkins,http://ufcstats.com/fighter-details/0e9869d712e81f8f,"6' 3""",225 lbs.,--,Orthodox,1965-04-26,75.0,225.0,,Orthodox
Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856,"6' 2""",185 lbs.,"75""",Southpaw,1986-05-06,74.0,185.0,75.0,Southpaw
Sam Fulton,http://ufcstats.com/fighter-details/1f5f75658551f2d3,--,--,--,,,,,,
Sam Hoger,http://ufcstats.com/fighter-details/84a067c46306a737,"6' 2""",205 lbs.,--,Orthodox,1980-06-28,74.0,205.0,,Orthodox
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de,"5' 5""",115 lbs.,"64""",Orthodox,1992-06-28,65.0,115.0,64.0,Orthodox
Sam Patterson,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,"6' 3""",170 lbs.,"78""",Orthodox,1996-04-30,75.0,170.0,78.0,Orthodox
Sam Sicilia,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,"5' 8""",145 lbs.,"67""",Orthodox,1986-02-01,68.0,145.0,67.0,Orthodox
Sam Stout,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,"5' 9""",155 lbs.,"70""",Orthodox,1984-04-23,69.0,155.0,70.0,Orthodox
Sammy Morgan,http://ufcstats.com/fighter-details/2067a177a2842fbf,"5' 10""",170 lbs.,--,Orthodox,1981-09-28,70.0,170.0,,Orthodox
Samy Schiavo,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,"5' 8""",155 lbs.,--,Orthodox,1975-12-24,68.0,155.0,,Orthodox
Sanae Kikuta,http://ufcstats.com/fighter-details/e4bde462b043d3e1,"5' 9""",200 lbs.,--,Orthodox,1971-09-10,69.0,200.0,,Orthodox
Sangwook Kim,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,"6' 0""",155 lbs.,"71""",Orthodox,1993-10-17,72.0,155.0,71.0,Orthodox
Santiago Luna,http://ufcstats.com/fighter-details/faf317c665546a36,"5' 9""",135 lbs.,"74""",Orthodox,2004-08-06,69.0,135.0,74.0,Orthodox
Santiago Ponzinibbio,http://ufcstats.com/fighter-details/6d1bffff14897645,"6' 0""",170 lbs.,"73""",Orthodox,1986-09-26,72.0,170.0,73.0,Orthodox
Saparbeg Safarov,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,"6' 1""",185 lbs.,"78""",Orthodox,1986-10-14,73.0,185.0,78.0,Orthodox
Sara McMann,http://ufcstats.com/fighter-details/7be74a12d7352df2,"5' 6""",135 lbs.,"66""",Orthodox,1980-09-24,66.0,135.0,66.0,Orthodox
Sarah Alpar,http://ufcstats.com/fighter-details/49b130de1da2e1bf,"5' 4""",135 lbs.,"63""",Southpaw,1991-06-01,64.0,135.0,63.0,Southpaw
Sarah Frota,http://ufcstats.com/fighter-details/1641ef250e9de19b,"5' 6""",125 lbs.,"69""",Southpaw,1987-04-14,66.0,125.0,69.0,Southpaw
Sarah Kaufman,http://ufcstats.com/fighter-details/36df8e119aec6175,"5' 5""",135 lbs.,"66""",Orthodox,1985-09-20,65.0,135.0,66.0,Orthodox
Sarah Moras,http://ufcstats.com/fighter-details/539ed332b3078821,"5' 7""",135 lbs.,"67""",Orthodox,1988-04-30,67.0,135.0,67.0,Orthodox
Sasha Palatnikov,http://ufcstats.com/fighter-details/a6c20202c701e5ca,"6' 1""",170 lbs.,"72""",Switch,1989-03-15,73.0,170.0,72.0,Switch
Satoshi Honma,http://ufcstats.com/fighter-details/d2b1c1317a39f6c6,"6' 1""",205 lbs.,--,Orthodox,1968-05-19,73.0,205.0,,Orthodox
Saygid Izagakhmaev,http://ufcstats.com/fighter-details/de26d906f2874dd4,"6' 0""",170 lbs.,"74""",,1994-09-03,72.0,170.0,74.0,
Scott Adams,http://ufcstats.com/fighter-details/2620f3eb21c79614,"6' 0""",225 lbs.,--,Southpaw,,72.0,225.0,,Southpaw
Scott Askham,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"6' 3""",185 lbs.,"75""",Southpaw,1988-05-20,75.0,185.0,75.0,Southpaw
Scott Baker,http://ufcstats.com/fighter-details/7d5b12de1625984e,"6' 0""",210 lbs.,--,,,72.0,210.0,,
Scott Bessac,http://ufcstats.com/fighter-details/3f24c96753dbd9f9,"6' 4""",245 lbs.,--,,1965-10-05,76.0,245.0,,
Scott Ferrozzo,http://ufcstats.com/fighter-details/977081bc01197656,"5' 11""",323 lbs.,--,Orthodox,1965-04-26,71.0,323.0,,Orthodox
Scott Fiedler,http://ufcstats.com/fighter-details/0ec821423baa26bd,"6' 4""",235 lbs.,--,Orthodox,,76.0,235.0,,Orthodox
Scott Holtzman,http://ufcstats.com/fighter-details/df1eb4354d18a906,"5' 9""",155 lbs.,"69""",Orthodox,1983-09-30,69.0,155.0,69.0,Orthodox
Scott Jorgensen,http://ufcstats.com/fighter-details/0b64d0fed453ef7f,"5' 5""",135 lbs.,"66""",Orthodox,1982-09-17,65.0,135.0,66.0,Orthodox
Scott Junk,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40,"6' 1""",265 lbs.,--,Orthodox,1978-12-17,73.0,265.0,,Orthodox
Scott Morris,http://ufcstats.com/fighter-details/be9d259be012e8a4,"5' 10""",210 lbs.,--,Orthodox,,70.0,210.0,,Orthodox
Scott Smith,http://ufcstats.com/fighter-details/3410cf010558dc8b,"6' 0""",185 lbs.,"70""",Orthodox,1979-05-21,72.0,185.0,70.0,Orthodox
Sean Alvarez,http://ufcstats.com/fighter-details/e741536153227386,"6' 0""",235 lbs.,--,Orthodox,1971-07-14,72.0,235.0,,Orthodox
Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,"5' 10""",170 lbs.,"72""",Orthodox,1992-11-23,70.0,170.0,72.0,Orthodox
Sean Daugherty,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd,"6' 0""",175 lbs.,--,,1975-12-04,72.0,175.0,,
Sean Gannon,http://ufcstats.com/fighter-details/6d7886b094b471ac,"6' 3""",265 lbs.,--,Southpaw,,75.0,265.0,,Southpaw
Sean McCorkle,http://ufcstats.com/fighter-details/008dc37cca279def,"6' 7""",265 lbs.,"81""",Orthodox,1976-07-17,79.0,265.0,81.0,Orthodox
Sean O'Connell,http://ufcstats.com/fighter-details/cb52f9490c2dc069,"6' 1""",205 lbs.,"74""",Orthodox,1983-09-02,73.0,205.0,74.0,Orthodox
Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,"5' 11""",135 lbs.,"72""",Switch,1994-10-24,71.0,135.0,72.0,Switch
Sean Pierson,http://ufcstats.com/fighter-details/0d506315895efffc,"6' 0""",170 lbs.,"76""",Southpaw,1976-03-10,72.0,170.0,76.0,Southpaw
Sean Salmon,http://ufcstats.com/fighter-details/7c0847d3854a95f2,"5' 10""",185 lbs.,--,Southpaw,1977-09-11,70.0,185.0,,Southpaw
Sean Sharaf,http://ufcstats.com/fighter-details/0f3a990526c5e706,"6' 3""",252 lbs.,"77""",Orthodox,1993-07-11,75.0,252.0,77.0,Orthodox
Sean Sherk,http://ufcstats.com/fighter-details/029880cdbf5ca089,"5' 6""",155 lbs.,"67""",Orthodox,1973-08-05,66.0,155.0,67.0,Orthodox
Sean Soriano,http://ufcstats.com/fighter-details/bd5403efbaa445c0,"5' 9""",145 lbs.,"70""",Orthodox,1989-10-06,69.0,145.0,70.0,Orthodox
Sean Spencer,http://ufcstats.com/fighter-details/ab850a77a0fa487d,"5' 10""",170 lbs.,"74""",Orthodox,1987-06-25,70.0,170.0,74.0,Orthodox
Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2,"6' 1""",185 lbs.,"76""",Orthodox,1991-02-27,73.0,185.0,76.0,Orthodox
Sean Woodson,http://ufcstats.com/fighter-details/4682bc59d5f55145,"6' 2""",145 lbs.,"78""",Orthodox,1992-06-07,74.0,145.0,78.0,Orthodox
Sebastian Szalay,http://ufcstats.com/fighter-details/f201f21cf2c79eb2,"5' 6""",145 lbs.,"66""",Orthodox,1994-02-03,66.0,145.0,66.0,Orthodox
Sedriques Dumas,http://ufcstats.com/fighter-details/4e6738062d469256,"6' 2""",185 lbs.,"79""",Orthodox,1995-08-06,74.0,185.0,79.0,Orthodox
Semmy Schilt,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2,"6' 10""",265 lbs.,--,Orthodox,1973-10-27,82.0,265.0,,Orthodox
Seo Hee Ham,http://ufcstats.com/fighter-details/165c244bcca3ed26,"5' 2""",115 lbs.,"62""",Southpaw,1987-03-08,62.0,115.0,62.0,Southpaw
Seokhyeon Ko,http://ufcstats.com/fighter-details/4a07b1988477502c,"5' 10""",170 lbs.,"71""",Southpaw,1993-09-24,70.0,170.0,71.0,Southpaw
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254,"6' 3""",257 lbs.,"84""",Southpaw,1992-05-13,75.0,257.0,84.0,Southpaw
Sergey Khandozhko,http://ufcstats.com/fighter-details/90da09db03e41748,"6' 1""",170 lbs.,"74""",Orthodox,1992-05-19,73.0,170.0,74.0,Orthodox
Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13,"5' 6""",135 lbs.,"67""",Orthodox,1989-06-14,66.0,135.0,67.0,Orthodox
Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,"6' 3""",260 lbs.,"78""",Orthodox,1995-01-24,75.0,260.0,78.0,Orthodox
Sergio Moraes,http://ufcstats.com/fighter-details/1bcaac2d99b90fce,"6' 0""",170 lbs.,"72""",Orthodox,1982-07-23,72.0,170.0,72.0,Orthodox
Sergio Pettis,http://ufcstats.com/fighter-details/de75d1c45a39e221,"5' 6""",125 lbs.,"69""",Orthodox,1993-08-18,66.0,125.0,69.0,Orthodox
Serhiy Sidey,http://ufcstats.com/fighter-details/1a2bf44edb8055b6,"5' 11""",135 lbs.,"72""",Switch,1996-07-04,71.0,135.0,72.0,Switch
Seth Baczynski,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"6' 3""",170 lbs.,"75""",Orthodox,1981-10-26,75.0,170.0,75.0,Orthodox
Seth Petruzelli,http://ufcstats.com/fighter-details/93b9496275bbbf80,"6' 0""",205 lbs.,"76""",Orthodox,1979-12-03,72.0,205.0,76.0,Orthodox
SeungGuk Choi,http://ufcstats.com/fighter-details/adccbc19b22e19af,"5' 6""",125 lbs.,"64""",Orthodox,1996-12-26,66.0,125.0,64.0,Orthodox
SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140,"6' 0""",145 lbs.,"74""",Orthodox,1992-11-03,72.0,145.0,74.0,Orthodox
Shamar Bailey,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"5' 9""",155 lbs.,"75""",Southpaw,1982-09-22,69.0,155.0,75.0,Southpaw
Shamil Abdurakhimov,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,"6' 3""",235 lbs.,"76""",Orthodox,1981-09-02,75.0,235.0,76.0,Orthodox
Shamil Gamzatov,http://ufcstats.com/fighter-details/0d980975001ae3d8,"6' 2""",205 lbs.,"76""",Orthodox,1990-08-09,74.0,205.0,76.0,Orthodox
Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266,"6' 4""",265 lbs.,"78""",Orthodox,1990-02-10,76.0,265.0,78.0,Orthodox
Shana Dobson,http://ufcstats.com/fighter-details/122ac9b816d8b71c,"5' 6""",125 lbs.,"69""",Orthodox,1989-03-30,66.0,125.0,69.0,Orthodox
Shane Burgos,http://ufcstats.com/fighter-details/98d961097baaf308,"5' 11""",145 lbs.,"75""",Orthodox,1991-03-19,71.0,145.0,75.0,Orthodox
Shane Campbell,http://ufcstats.com/fighter-details/784285b7ae7dd85f,"6' 0""",155 lbs.,"71""",Orthodox,1987-01-21,72.0,155.0,71.0,Orthodox
Shane Carwin,http://ufcstats.com/fighter-details/68dd7b3783c19f9c,"6' 2""",265 lbs.,"80""",Orthodox,1975-01-04,74.0,265.0,80.0,Orthodox
Shane Howell,http://ufcstats.com/fighter-details/a7de976620f2ed13,"5' 8""",125 lbs.,--,Orthodox,1983-11-28,68.0,125.0,,Orthodox
Shane Nelson,http://ufcstats.com/fighter-details/2db7fa8db6bc9632,"5' 9""",155 lbs.,"70""",Southpaw,1984-11-29,69.0,155.0,70.0,Southpaw
